uai,nom_etablissement,nombre de lettre,_3eme_total,longitude,latitude,taux_de_reussite_g
9720708M,Collège Jenny Alpha  (Ex Dillon 2),34,96,-61.04298971619976,14.608342157568362,89.0
9720445B,Collège Hubert Nero,19,54,-61.055538259790026,14.831602137446968,88.0
9720842H,Collège de Morne des Esses,26,42,-61.01613034514083,14.74474961849002,63.0
9760379H,Collège de Boueni,17,187,45.09097634591245,-12.923897407828887,87.0
9760008E,Collège Bouéni-MTiti,20,409,45.280037966408415,-12.785306421655719,78.0
9760166B,Collège Ylang-Ylang de Kani-Kéli,32,121,45.1100960158229,-12.953235561488599,90.0
9760244L,Collège de Koungou,18,494,45.20250756941683,-12.735051266324204,92.0
0141553M,Collège Stephen Hawking,23,82,-0.36023049666148743,49.15728610302962,90.0
0271096V,Collège Marie Curie,19,84,0.5886605594087218,49.09247192372764,95.0
0271095U,Collège Georges Politzer,24,152,1.147329421444672,49.00612917964285,85.0
0271320N,Collège Rosa Parks,18,111,1.4435802528746382,49.24831614355137,86.0
0271398Y,Collège les Fougères,20,93,1.1491789508863053,49.21321763148307,85.0
0501206P,Collège Jacques Prévert,23,114,-1.4305901607271578,49.05436094146021,84.0
0500068C,Collège Saint-Exupéry,21,49,-1.31045682573086,49.41031945923135,96.0
0610003X,Collège Jean Racine,19,124,0.08816956207443082,48.42312140936205,78.0
0611026J,Collège Louise Michel,21,61,0.09500992955414307,48.41269314499769,88.0
0610057F,Collège Jean Monnet,19,98,-0.5700803651327394,48.74029575145305,81.0
0762286X,Collège Catherine Bernard,25,141,0.9544640124609372,49.554315113502184,84.0
0762461M,Collège Jean Renoir,19,78,1.0134087650008123,49.3610350040288,94.0
0761781Y,Collège Jean Moulin,19,102,0.1223226050896545,49.51319879679554,94.0
0761782Z,Collège Eugène Varlin,21,98,0.17156939942641686,49.51609891829551,77.0
0762226G,Collège Théophile Gautier,25,93,0.09021784341478802,49.51385513465711,81.0
0761777U,Collège Louise Michel,21,118,1.0852871688663643,49.39342787625407,91.0
0331621H,Collège Henri de Navarre,24,213,-0.11869991307758714,45.04082038283991,91.0
0332189A,Collège Nelson Mandela,22,120,-0.5331585713029526,44.8388487614692,87.0
0331891B,Collège Les Lesques,19,147,-0.9266261293803881,45.299822399133554,75.0
0330103H,Collège Pierre de Belleyme,26,200,-0.7509541298860303,45.201693775378224,80.0
0330106L,Collège François Mitterrand,27,111,-0.6450723665147032,44.7919202102726,86.0
0331888Y,Collège du Val de Saye,22,194,-0.41145166104362557,45.139329958860735,87.0
0400014Y,Collège Félix Arnaudin,22,96,-0.916308634778351,44.200614993648756,71.0
0400103V,Collège Lubet Barbon,20,133,-0.5093728558010466,43.87779141657054,79.0
0470677F,Collège Ducos du Hauron,23,151,0.6313424011554384,44.19494104848643,85.0
0470102F,Collège Paul Froment,20,70,0.5989167291248232,44.40264934580909,57.0
0870071E,Collège Pierre Donzelot,23,196,1.2695015847204523,45.8326110104398,85.0
0870960W,Collège Firmin Roz,18,68,1.290903771175961,45.86738518424106,70.0
0160884Z,Collège Marguerite de Valois,28,85,0.17618038677269593,45.655571467534074,74.0
0860799B,Collège Jules Verne,19,126,0.35596906854496185,46.595747066157315,69.0
0860723U,Collège Pierre de Ronsard,25,180,0.3510568553434422,46.56867100550213,91.0
0300947S,Collège Alphonse Daudet,23,146,4.085849458058714,44.13529242355033,92.0
0301013N,Collège Jean Moulin,19,101,4.077629973174368,44.13184496996523,91.0
0301208A,Collège Eugène Vigne,20,136,4.637780315203951,43.81046622018786,80.0
0301282F,Collège Elsa Triolet,20,139,4.622010183247755,43.8104670615702,78.0
0300025P,Collège Romain Rolland,22,78,4.390210182026013,43.84465294317107,93.0
0300141R,Collège Condorcet,17,146,4.33614977356607,43.827660839768605,92.0
0300031W,Collège Georges Ville,21,139,4.64588054317843,44.25627691963847,91.0
0300036B,Collège Armand Coussens,23,105,4.197789695878007,44.259105416907765,76.0
0340016H,Collège la Dullague,19,140,3.23350544036122,43.343229897748,88.0
0340836Z,Collège Paul Riquet,19,160,3.219089794376368,43.34503046374759,83.0
0341278E,Collège Arthur Rimbaud,22,180,3.821589730549983,43.61667697617024,91.0
0660016J,Collège la Garrigole,20,97,2.868556885532539,42.69462404489727,76.0
0120004P,Collège Jean Jaurès,19,31,2.282369802041451,44.5247234560744,87.0
0311319R,Collège Louisa Paulin,21,194,1.334460201776182,43.470537081314674,71.0
0310083X,Collège Didier Daurat,21,131,0.7199196120294634,43.1060406287638,68.0
0311231V,Collège Maurice Becanne,23,101,1.4245700135225179,43.584375771338,82.0
0311232W,Collège Claude Nougaro,22,77,1.433950084603474,43.62013833882529,70.0
0810961E,Collège Thomas Pesquet,22,73,2.260001559565921,43.58103798657234,98.0
0440013A,Collège Bellevue,16,101,-1.8193303115128432,47.627333171285294,69.0
0440286X,Collège Claude Debussy,22,71,-1.6056305962624915,47.20359196670048,81.0
0440309X,Collège Rosa Parks,18,73,-1.5917102604048903,47.23090401945198,91.0
0441608J,Collège La Durantière,21,85,-1.6039894137236577,47.21486580010774,89.0
0441610L,Collège Gutenberg,17,113,-1.6115906201441996,47.24662501348978,78.0
0491703K,Collège Jean Vilar,18,81,-0.5643496236369102,47.44527382998808,91.0
0220008P,Collège Victor Vasarely,23,42,-2.512399343445446,48.297026707801464,78.0
0720001K,Collège John Kennedy,20,121,0.1623149899466343,47.96491711362943,79.0
0720902P,Collège Pierre-Gilles de Gennes,31,124,0.1976884716282042,47.96849261242499,93.0
0850014D,Collège Golfe des Pictons,25,41,-0.9496705132352254,46.32875696423236,86.0
0132204A,Collège Pont de Vivaux,22,128,5.416830370752995,43.27705886764262,84.0
0134022B,Collège Louise Michel,21,137,5.408539592042221,43.27658883799274,70.0
0131604Y,Collège Henri Wallon,20,164,5.386180404033253,43.3196178510615,90.0
0132730X,Collège Pytheas,15,95,5.396350601944149,43.33378119396453,83.0
0133775H,Collège Marie Laurencin,23,68,5.38785964493626,43.32037096854043,78.0
0131887F,Collège Elsa Triolet,20,96,5.355300391983345,43.37143648119913,73.0
0131605Z,Collège Henri Barnier,21,141,5.3438294872879935,43.3649273775508,83.0
0131757P,Collège L'Estaque,17,149,5.323538178186469,43.36302953235596,82.0
0130136C,Collège Vieux port,18,93,5.365599591293657,43.29650515548216,71.0
0131884C,Collège Belle de Mai,20,139,5.386289514268629,43.31338122145661,91.0
0132208E,Collège Marcel Pagnol,21,124,5.04205763920382,43.41239943428008,84.0
0132496T,Collège Honoré Daumier,22,96,5.013307423064944,43.4124157996639,63.0
0132217P,Collège Mont-Sauvy,18,129,5.031266668352428,43.7960920994055,90.0
0132214L,Collège Henri Fabre,19,119,5.250809992084071,43.44084480591727,86.0
0840007B,Collège Joseph Roumanille,25,130,4.829056460492057,43.93454148011538,85.0
0840762X,Collège Barbara Hendricks,25,124,4.798565972229485,44.14299591349081,88.0
0061130W,Collège Paul Langevin,21,187,7.196883172175359,43.768663732880455,75.0
0060021R,Collège Saint-Hilaire,21,100,6.918969875601205,43.656755635436774,73.0
0830833E,Collège Paul Cézanne,20,175,6.071707310398736,43.40274581502263,69.0
0830069Z,Collège Pierre Puget,20,197,5.909726504143921,43.12771430693768,88.0
0830953K,Collège Peiresc,15,159,5.9347041399016085,43.124334055184825,81.0
0030030S,Collège Jean Zay,16,63,2.5925800816384736,46.349204184430654,85.0
0631502R,Collège Charles Baudelaire,26,116,3.0950697983947135,45.75864662579044,77.0
0071156U,Collège les Perrières,21,229,4.676279698777128,45.251692609672645,74.0
0260978X,Collège Marcel Pagnol,21,155,4.924559994913046,44.94406940183675,82.0
0382174G,Collège Savaldor Allende,24,224,5.265332604256228,45.612403028149586,90.0
0383056R,Collège Robert Doisneau,23,117,5.210609704464847,45.62077232607827,91.0
0382504R,Collège Georges Brassens,24,100,4.92644189871169,45.53069286816266,86.0
0380050Y,Collège de l'Edit,17,158,4.8029105958988625,45.36835492126682,86.0
0381907S,Collège Ponsard,15,191,4.87715053326017,45.52647975925464,85.0
0421689H,Collège Jules Vallès,20,62,4.366679864046602,45.39926867858585,90.0
0421486M,Collège Pierre Joannon,22,116,4.51173782637113,45.45963076148744,74.0
0421451Z,Collège Marc Seguin,19,66,4.408860006920129,45.465018037373156,83.0
0421452A,Collège Gambetta,16,201,4.389219814473432,45.43407784755134,76.0
0692419E,Collège Emile Malfroy,21,186,4.785457621860339,45.607240351037326,85.0
0692340U,Collège Henri Longchambon,25,168,4.874144766940049,45.72596123674255,81.0
0694295U,Collège Alice Guy,17,122,4.86503535037878,45.736783372104966,90.0
0692337R,Collège Lamartine,17,156,4.916918126529449,45.75062425675254,90.0
0251116C,Collège Les Clairs Soleils,26,117,6.058809727271883,47.25213678280834,84.0
0251127P,Collège Voltaire,16,178,5.959119576253574,47.22076167605895,72.0
0251397H,Collège les Hautes Vignes,25,88,6.85640985034442,47.47165765562169,90.0
0701192R,Collège des Thermes,19,151,6.364125661180154,47.82124200595169,90.0
0390883Y,Collège Maryse Bastié,21,124,5.468919719671181,47.08340082443504,91.0
0390924T,Collège Pré Saint-Sauveur,25,115,5.868670532163426,46.3794007022961,78.0
0900295G,Collège Vauban,14,171,6.880679449730279,47.640149209830966,67.0
0211225T,Collège Le Chapitre,19,69,5.0035174720635744,47.29561204768497,80.0
0210025N,Collège Henri Dunant,20,80,5.014969946145311,47.303547365518966,88.0
0211523S,Collège Boris Vian,18,66,4.992659804035509,47.33972365795748,83.0
0580012Y,Collège Noël Berrier,20,27,3.683490280380998,47.25231366566169,87.0
0711294W,Collège du Vallon,17,117,4.305599750951092,46.959719265351794,89.0
0711348E,Collège Jean Vilar,18,138,4.852881537595646,46.801975057165585,89.0
0890937K,Collège Marie Noël,18,123,3.42230229289232,47.97624269014131,96.0
0221037H,Collège Louis Guilloux,22,33,-2.596619871781285,48.174492665665056,80.0
0291087Z,Collège Max Jacob,17,106,-4.131380514595773,47.98751825049506,86.0
0350969N,Collège Bellevue,16,118,-2.0767905322319713,47.655874021168884,82.0
0350963G,Collège les Hautes Ourmes,25,153,-1.649410128522291,48.08946765302947,87.0
0561330S,Collège Anita Conti,19,83,-3.380510425523694,47.73670303781284,89.0
0280865N,Collège Louis Armand,20,136,1.353549589956368,48.73835319249141,93.0
0280024Z,Collège Marcel Pagnol,21,110,1.3314068328852184,48.734362677158444,62.0
0360543V,Collège Colbert,15,93,1.6870000256051765,46.82470175120251,94.0
0360544W,Collège Denis Diderot,21,114,2.003769733796371,46.94493413362061,65.0
0371158H,Collège la Bruyère,18,62,0.681989836662814,47.419767086502176,94.0
0451450G,Collège Jean Mermoz,19,90,2.620949432387217,47.707951453192976,82.0
0450055R,Collège Etienne Dolet,21,128,1.90635010451614,47.883916757288006,77.0
0450069F,Collège Max Jacob,17,117,1.8783696125234337,47.91834539320126,83.0
0573269U,Collège Charles de Gaulle,25,188,6.116210568501709,49.30239963596309,86.0
0572187T,Collège Alexandre Dreux,23,85,6.684009451449142,49.07671268949892,64.0
0572587C,Collège Jean Jaurès,19,97,7.0490399063376366,49.10344695113353,78.0
0881099S,Collège Joseph Julien Souhait,29,99,6.967291505973852,48.281066500528894,82.0
0080068F,Collège Rouget-de-Lisle,23,38,4.716599748207943,49.786787804752535,89.0
0080925M,Collège Léo Lagrange,20,67,4.720399472113474,49.74429140967184,72.0
0080954U,Collège Bayard,14,65,4.718519538021718,49.757769604557474,88.0
0100009F,Collège Albert Camus,20,148,4.03975640245375,48.310704200304684,77.0
0100787B,Collège Paul Langevin,21,97,3.7278704281470656,48.52134377125562,68.0
0100081J,Collège Marie Curie,19,181,4.075559746315772,48.27186580982864,95.0
0100947A,Collège Pierre et François Pithou,33,156,4.061640289744202,48.3075441897081,80.0
0511214T,Collège trois Fontaines,23,109,4.010009804803653,49.27653803620592,74.0
0680084X,Collège Molière,15,135,7.32905319590329,48.07362069680313,77.0
9710041T,Collège Jean Jaurès,19,62,-61.74351443944159,16.01668467617685,90.0
9710406P,Collège Germain Saint-Ruf,25,122,-61.56454612175841,16.04362725672896,92.0
9710032H,Collège Nelson Mandela,22,29,-61.221080690278725,15.893765120557136,64.0
9710710V,Collège Alexandre Isaac,23,212,-61.50644991429143,16.278851224125525,78.0
9710826W,Collège Saint-John-Perse,24,156,-61.531639967733206,16.24949786832079,77.0
9730020J,Collège Auxence Contout,23,279,-52.32393839584209,4.937997093332722,79.0
9730219A,Collège Ferdinand Madeleine,27,46,-53.21192262991041,5.475934800608943,76.0
9730483M,Collège Joseph Ho Ten You,25,108,-52.658265990042075,5.171398756618388,95.0
9730374U,Collège Antoine Sylvère Felix,29,271,-52.407216581988564,4.92306509984753,84.0
9730373T,Collège Paule Berthelot,23,116,-53.81686483676857,5.60451614072497,88.0
9730307W,Collège Concorde-Maurice Dumesnil,33,280,-52.35117007411128,4.8351327253277105,86.0
9730110G,Collège Eugénie Tell-Eboué (Saint-Laurent I),44,207,-54.027881321610295,5.503966415464399,80.0
0021826Z,Collège Jean Rostand,20,220,3.38393437237485,49.05854164952275,90.0
0020075W,Collège Georges Cobast,22,139,4.095099370679356,49.92307140960063,82.0
0021535H,Collège Lamartine,17,83,3.313900745733597,49.38631594913509,94.0
0600022Y,Collège Gabriel Havez,21,165,2.467662873811276,49.248815297865434,81.0
0601177D,Collège Jean-Jacques Rousseau,29,193,2.4828999117810087,49.25038471151,88.0
0601449Z,Collège Jules Michelet,22,153,2.4826495599082716,49.26291200924911,68.0
0590002G,Collège Théodore Monod,22,204,3.247760687010971,50.33181566173207,71.0
0594301E,Collège Paul Eluard,19,117,3.500880459857708,50.38544700442605,84.0
0590031N,Collège Jean Macé,17,136,3.545290512818122,50.399192131331574,80.0
0593488W,Collège Lamartine,17,148,3.263580630801944,50.158508690819055,92.0
0590046E,Collège Jean Monnet,19,155,3.4039695542541724,50.126760222561636,89.0
0590050J,Collège Josquin des Prés,24,132,3.585310527359675,50.4584602905091,90.0
0594409X,Collège Jean Zay,16,78,3.5518399557173934,50.42078147044804,77.0
0590088A,Collège Jules Verne,19,86,2.3046996668512616,51.020127902647296,70.0
0596833G,Collège Nina Simone,19,114,3.0443905646572866,50.624217470059136,92.0
0593660H,Collège René Descartes,22,89,3.006710500148804,50.60889499400215,81.0
0700787A,Collège Pierre et Marie Curie,29,175,6.762087449574923,47.58351364721891,85.0
0700045U,Collège Albert Jacquard,23,201,6.507143184340383,47.68652859366494,84.0
0701192R,Collège des Thermes,19,160,6.364125661180154,47.82124200595169,74.0
0900295G,Collège Vauban,14,188,6.880679449730279,47.640149209830966,84.0
0211225T,Collège Le Chapitre,19,70,5.0035174720635744,47.29561204768497,95.0
0210024M,Collège Jean-François Champollion,33,107,5.073849533715506,47.33200748662968,81.0
0580005R,Collège Bibracte,16,37,3.930719582927924,47.057963290389715,71.0
0711323C,Collège Les Épontots,20,53,4.418356320377742,46.78807515110052,69.0
0890790A,Collège Champs Plaisants,24,236,3.3022489196375333,48.19287771997059,88.0
0890980G,Collège Abel Minard,19,129,3.9861081224004735,47.86295144362163,75.0
0291089B,Collège La Fontaine Margot,26,68,-4.540690061781384,48.3837528328042,91.0
0350708E,Collège Paul Féval,18,172,-1.7654001329716966,48.53894707804135,77.0
0560215E,Collège Jean Lurçat,19,91,-3.3393543350700856,47.76309345387246,83.0
0180766K,Collège le Grand Meaulnes,25,66,2.411889927344315,47.09925744545022,91.0
0280716B,Collège Pierre et Marie Curie,29,93,1.3878305301418516,48.73624196070582,91.0
0281060A,Collège Martial Taugourdeau,27,164,1.399099912029675,48.74240206211776,79.0
0280924C,Collège Pierre Brossolette,26,117,0.7992495952473185,48.324188673563626,85.0
0360541T,Collège Rosa Parks,18,104,1.7056699055203601,46.80038435949145,82.0
0360544W,Collège Denis Diderot,21,74,2.003769733796371,46.94493413362061,79.0
0450789N,Collège Le Grand Clos,21,71,2.7404901919260425,47.999178474560026,77.0
0451241E,Collège André Malraux,21,102,1.8658694628677754,47.90393162030344,92.0
7200012A,Collège Saint-Joseph,20,66,9.447592957238072,42.69051320906186,78.0
7200013B,Collège Montesoro,17,209,9.428744037033026,42.67229274467902,84.0
0541211Y,Collège Émile Gallé,19,145,6.2216805889771125,48.70004339242134,85.0
0541501N,Collège Louis Armand,20,78,6.159480374961708,48.67062395524581,79.0
0540111C,Collège Jacques Callot,22,115,6.161119410728105,48.66599311776567,74.0
0541515D,Collège Simone de Beauvoir,26,95,6.174680164132446,48.65174692130823,67.0
0573269U,Collège Charles de Gaulle,25,193,6.116210568501709,49.30239963596309,85.0
0570127D,Collège Les Hauts de Blémont,28,101,6.2272104275955655,49.11842459289866,62.0
0572488V,Collège La Carrière,19,99,6.7195097563106785,49.1013900027445,76.0
0572587C,Collège Jean Jaurès,19,125,7.0490399063376366,49.10344695113353,82.0
0570318L,Collège Jean Moulin,19,83,6.146729683080667,49.30368412664921,82.0
0881145S,Collège Maurice Barrès,22,119,6.2900766245311726,48.36784764327686,88.0
0881101U,Collège André Malraux,21,69,6.975126001023535,48.39457538840429,90.0
0080829H,,0,67,,,80.0
0080036W,Collège Jean Rogissart,22,83,4.74591000737515,49.817827897579626,86.0
0520737U,Collège la Rochotte,19,83,5.134959611402558,48.090410429151675,77.0
0511108C,Collège Paul Fort,17,128,4.042520099566606,49.22701661700926,78.0
0672130B,Collège André Maurois,21,260,7.846765242693399,48.77832938281306,80.0
0670105A,Collège Lezay Marnésia,22,171,7.745844401973917,48.548950183178,64.0
0671508A,Collège Jacques Twinger,23,153,7.705390658437511,48.58077212720135,89.0
0671691Z,Collège Stockfeld,17,150,7.76388540046777,48.53867620451881,83.0
0671825V,Collège François Truffaut,25,149,7.696314283203419,48.59946075254569,75.0
0671909L,Collège international Vauban,28,153,7.777870947628021,48.582135183779386,86.0
0672459J,Collège Erasme,14,107,7.701753871014287,48.59165836495628,85.0
0680009R,Collège Pfeffel,15,110,7.346959234843528,48.08391701780884,78.0
9710025A,Collège Fernand Balin,21,56,-61.5061854346642,16.476076319044715,97.0
9710041T,Collège Jean Jaurès,19,73,-61.74351443944159,16.01668467617685,77.0
9710026B,Collège Fontaines Bouillantes,29,86,-61.775681401456886,16.167438757348904,68.0
9710073C,Collège Sadi Carnot,19,138,-61.536243113957276,16.238600422109922,73.0
9710661S,Collège Nestor de Kermadec,26,64,-61.533442001299115,16.234838556811745,92.0
9730337D,Ma Aiye - Collège d'Apatou,26,135,-54.34030321384473,5.159839273121396,88.0
9730451C,Collège Paul Suitman,20,45,-52.33643993938812,3.164719605873625,66.0
9730483M,Collège Joseph Ho Ten You,25,93,-52.658265990042075,5.171398756618388,87.0
9730218Z,Collège Lise Ophion (Matoury II),32,186,-52.34283961232714,4.889986958705637,77.0
9730370P,Collège Réeberg Néron,21,184,-52.278501823001505,4.895436364084357,81.0
0020090M,Collège Charlemagne,19,188,3.6408502326688725,49.56229507810586,84.0
0020067M,Collège Condorcet,17,83,3.913780610941681,49.83633842228259,69.0
0600007G,Collège Henri Baumont,21,147,2.102389643192186,49.4393634706028,68.0
0601524F,Collège André Malraux,21,101,2.795549845978134,49.39849706983318,79.0
0601449Z,Collège Jules Michelet,22,148,2.4826495599082716,49.26291200924911,85.0
0601191U,Collège du Thelle,17,147,2.1241894929551774,49.23063643280627,83.0
0801512J,Collège de Ponthieu,19,182,1.851968892811706,50.09629213281906,54.0
0801263N,Collège Arthur Rimbaud,22,114,2.3002035710983417,49.911817926559415,88.0
0594301E,Collège Paul Eluard,19,121,3.500880459857708,50.38544700442605,84.0
0590031N,Collège Jean Macé,17,136,3.545290512818122,50.399192131331574,74.0
0593488W,Collège Lamartine,17,137,3.263580630801944,50.158508690819055,87.0
0590046E,Collège Jean Monnet,19,159,3.4039695542541724,50.126760222561636,88.0
0595277R,Collège Jacques Prévert,23,135,3.421170555940896,50.12524217659558,74.0
0590068D,Collège Jules Ferry,19,145,3.0610115023258024,50.38175061469219,69.0
0593484S,Collège Emile Littré,20,176,3.398559394578643,50.30026003135326,90.0
0594879H,Collège Joliot Curie,20,59,4.06094930878839,50.01822260004242,74.0
0590131X,Collège Jean Jaurès,19,118,3.0101893111682183,50.64095215509568,81.0
0593483R,Collège Robert Desnos,21,126,3.200689310892901,50.342317608166105,87.0
0590155Y,Collège Descartes,17,92,3.1070795554789647,50.6356690520175,74.0
0594304H,Collège Marie Curie,19,124,3.432100353409098,50.45062444729204,97.0
0594405T,Collège Victor Hugo,19,155,3.276190437285765,50.36153891792843,88.0
0594394F,Collège Marie Curie,19,175,3.1545501387874855,50.718868994902444,87.0
0596860L,Collège Lucie Aubrac,20,174,3.1303902796289336,50.73096722790286,83.0
0622789V,Collège Charles Péguy,21,100,2.7505104747791638,50.301286630319076,70.0
0623313P,Collège Lavoisier,17,92,2.475710473957055,50.50690421353284,65.0
0622947S,Collège George Sand,19,188,2.645259432715609,50.529725801612535,89.0
0622273J,Collège Lucien Vadez,20,91,1.8989393922124258,50.954987926866636,76.0
0622576N,Collège Vauban,14,92,1.8331704068499097,50.94828933426335,81.0
0622261W,Collège Pierre Cuallacci,24,67,2.2847005068762374,50.27639042933437,82.0
0620154F,Collège Albert Camus,20,187,1.5914034040436627,50.70255080268576,71.0
0620158K,Collège Paul Langevin,21,127,2.905140015843999,50.40516019431543,90.0
0772090D,Collège Jean Wiener,19,92,2.5805275455857823,48.84647493451301,98.0
0770019C,Collège Robert Doisneau,23,135,2.6455786065829257,48.51941410050584,76.0
0771476L,Collège Georges Politzer,24,153,2.6401359451113526,48.521246397126866,65.0
0772056S,Collège Jean de La Fontaine,27,89,2.623987470095781,48.543889180956334,73.0
0771029A,Collège Henri Dunant,20,145,2.897457314285616,48.945505414466616,77.0
0771518G,Collège Louis Armand,20,182,2.5743723043202973,48.60087772924634,94.0
0931181D,Collège Georges Politzer,24,148,2.416968219146613,48.85980960533646,86.0
0930900Y,Collège Jean-Pierre Timbaud,27,143,2.468565537243213,48.90649611975704,69.0
0931788N,Collège Henri Sellier,21,123,2.4924471109186452,48.900669701815026,86.0
0931377S,Collège Jacques  Jorissen,25,181,2.4698404916640575,48.91646597239605,80.0
0932311G,Collège Théodore Monod,22,135,2.558450857205455,48.87822189413382,79.0
0931148T,Collège Georges Politzer,24,189,2.399781969665917,48.93163026635062,81.0
0931212M,Collège Lenain de Tillemont,27,94,2.461162862092738,48.85948704920163,100.0
0932333F,Collège François Mitterrand,27,128,2.5387118197575655,48.843434114510394,67.0
0931883S,Collège René Cassin,19,76,2.4658607536249737,48.89900547863601,78.0
0932725G,Collège Françoise Héritier,26,0,2.4477106661510217,48.89273679585427,85.0
0931224A,Collège Pablo Neruda,20,156,2.366854183789725,48.968619682081524,94.0
0930593P,Collège Saint-Exupéry,21,170,2.492362541473328,48.86304004094429,89.0
0931232J,Collège Henri Barbusse,22,128,2.376866669818841,48.940187798731856,99.0
0931489N,Collège Federico Garcia Lorca,29,113,2.3727706366213996,48.92439473650673,88.0
0932273R,Collège Iqbal Masih,19,140,2.3607399238348705,48.9119109249613,81.0
0932582B,Collège Dora Maar,17,118,2.3375613385256524,48.920954294742565,89.0
0931979W,Collège Georges Brassens,24,171,2.5365920570459806,48.93900977985926,84.0
0931192R,Collège Les Mousseaux,21,129,2.5390007323407295,48.95556638074099,84.0
0932334G,Collège Lucie Aubrac,20,121,2.35081922979146,48.95984348540652,71.0
0941015T,Collège Willy Ronis,19,209,2.5155505257714887,48.81137476429898,87.0
0940071S,Collège Liberté,15,109,2.348640813737571,48.77092537382796,59.0
0941231C,Collège Henri Matisse,21,139,2.4094274904109705,48.75981244503926,80.0
0940516A,Collège Fréderic et Irène Joliot-Curie,38,178,2.4744208866508903,48.85257611696547,82.0
0941044Z,Collège Robert Desnos,21,163,2.4097993928312675,48.74701182417946,82.0
0941052H,Collège Fernande Flagon,23,162,2.463883037993066,48.75023862132853,89.0
0941039U,Collège Guy Môquet,18,99,2.356692691549758,48.793393102725126,89.0
0941602F,Collège Georges Brassens,24,71,2.4273227586184176,48.73023988876585,91.0
0940749D,Collège Roland Garros,21,132,2.451333359665507,48.75162969308217,75.0
0941029H,Collège Jules Vallès,20,138,2.402137046623073,48.77514272401906,82.0
0941032L,Collège Danielle Casanova,25,133,2.3952706077800445,48.791453966746296,94.0
0941224V,Collège François Rabelais,25,135,2.391605268126692,48.781144384273354,91.0
0755000C,Collège Thomas Mann,19,137,2.377939274649507,48.82891797678627,92.0
0750429J,Collège Roland Dorgelès,23,109,2.3478620533569954,48.888241659335435,93.0
0755030K,Collège Daniel Mayer,20,92,2.363861824381881,48.893140903846145,95.0
0750484U,Collège Mozart,14,76,2.3793080392567565,48.889576116703815,81.0
0751706X,Collège Charles Péguy,21,108,2.3765363330905975,48.876290341092364,80.0
0753938Y,Collège Georges Rouault,23,112,2.3990776726065284,48.88660937766849,83.0
0750550R,Collège Lucie Faure,19,101,2.406619245956443,48.85056470859537,76.0
0750552T,Collège Françoise Dolto,23,125,2.386915052880952,48.873957115380314,85.0
0752556W,Collège Hélène Boucher,22,112,2.406968028836891,48.84781801734053,79.0
0911570M,Collège Sédar Senghor,21,141,2.4593365780638576,48.61869569765931,76.0
0910021D,Collège Le Village,18,175,2.445152496048942,48.63042860914635,91.0
0911334F,Collège Aimé Césaire,20,149,2.1630501893574183,48.68263891419444,80.0
0910624J,Collège Blaise Pascal,21,112,2.2953873835354233,48.73381715596929,84.0
0910859P,Collège Gérard Philipe,22,162,2.2665784385656487,48.7349919080171,90.0
0921622N,Collège Auguste Renoir,22,191,2.2833306463816316,48.92218539860523,79.0
0921242A,Collège Evariste Galois,23,160,2.3120192206513033,48.78474200016353,64.0
0922595W,Collège Vincent Van Gogh,24,153,2.293386812350447,48.903594317541916,82.0
0921157H,Collège Edouard Vaillant,24,237,2.300110069377081,48.92373785731711,84.0
0950023J,Collège Henri Wallon,20,174,2.407878301629023,48.965944430475176,78.0
0951098C,Collège Pablo Picasso,21,147,2.4170511837127484,48.97262225484858,76.0
0951920W,Collège François Truffaut,25,126,2.423851403429152,49.00437744378741,82.0
0952128X,Collège Georges Charpak,23,118,2.4623540548905716,49.02629898419496,85.0
0951800R,Collège Louis Aragon,20,135,2.2034330147754093,48.994514690921534,86.0
0950045H,Collège Evariste Galois,23,142,2.3746594305691335,48.97514785060492,82.0
0951945Y,Collège Victor Hugo,19,129,2.3819415024284494,48.997227791444985,81.0
0951993A,Collège Martin Luther King,26,125,2.3862797602839376,49.00527386757813,87.0
0781108F,Collège René Cassin,19,81,2.030722601079814,48.97405583352472,85.0
0781986K,Collège Magellan,16,68,2.0335754199318608,48.97065075053517,87.0
0781914G,Collège Jean Vilar,18,150,1.909846442774705,48.977891430601815,78.0
0780720J,Collège Alexandre Dumas,23,161,1.9452865320800716,48.76999134343561,90.0
0783463R,Collège Louis Paulhan,21,132,2.169862260735773,48.947950144870155,75.0
0781618K,Collège Gustave Courbet,23,120,1.9781985519068777,48.78494669525058,84.0
9741313J,Collège Jean le Toullec,23,161,55.30734477345553,-20.949446190878465,95.0
9741261C,Collège Terrain Fayard,22,158,55.65675445000811,-20.947674402028134,80.0
9740595D,Collège Jules Reydellet,23,127,55.446528109049474,-20.883783915109806,71.0
9740044E,Collège Thérésien Cadet,23,98,55.825464131559876,-21.15428174859496,92.0
9740841W,Collège Plateau Goyaves,23,208,55.42052144373737,-21.276869616654146,77.0
9740035V,Collège Célimène Gaudieux,25,185,55.26780516630669,-21.088562179504176,84.0
9720052Z,Collège Julia Nicolas,21,92,-61.06635696326365,14.605006324249858,84.0
9720412R,Collège Fernand Donatien,24,123,-61.045149684748765,14.607765645215366,87.0
9720351Z,Collège Beauséjour,18,77,-60.94992030130677,14.745661281703319,76.0
9720083H,Collège Petit Manoir,20,158,-60.99675468258563,14.612497731208448,86.0
9720019N,Collège Paul Symphor,20,77,-60.94006428124379,14.68051029284604,92.0
